geocodigoFundar,geonombreFundar,anio,idha_subdimension,valor
DESHUM_AHDI.EEU,Europa Oriental,1965,Esperanza de vida,0.3302804322115122
DESHUM_AHDI.EEU,Europa Oriental,1965,Total,0.2435763730236699
DESHUM_AHDI.EEU,Europa Oriental,1970,Años de escolarización,0.2199932929580084
DESHUM_AHDI.EEU,Europa Oriental,1970,Democracia liberal,0.0920206222587918
DESHUM_AHDI.EEU,Europa Oriental,1970,PIB per cápita,0.6130193520704044
DESHUM_AHDI.EEU,Europa Oriental,1970,Esperanza de vida,0.3367996467376898
DESHUM_AHDI.EEU,Europa Oriental,1970,Total,0.2542641344623582
DESHUM_AHDI.EEU,Europa Oriental,1975,Años de escolarización,0.2468590516121432
DESHUM_AHDI.EEU,Europa Oriental,1975,Democracia liberal,0.0927009479924794
DESHUM_AHDI.EEU,Europa Oriental,1975,PIB per cápita,0.6484072089852707
DESHUM_AHDI.EEU,Europa Oriental,1975,Esperanza de vida,0.3514444028062427
DESHUM_AHDI.EEU,Europa Oriental,1975,Total,0.268725837042665
DESHUM_AHDI.EEU,Europa Oriental,1980,Años de escolarización,0.2834465773873547
DESHUM_AHDI.EEU,Europa Oriental,1980,Democracia liberal,0.0720571107067998
DESHUM_AHDI.EEU,Europa Oriental,1980,PIB per cápita,0.6646364428006285
DESHUM_AHDI.EEU,Europa Oriental,1980,Esperanza de vida,0.3548374552682528
DESHUM_AHDI.EEU,Europa Oriental,1980,Total,0.2634452769657908
DESHUM_AHDI.EEU,Europa Oriental,1985,Años de escolarización,0.3134054447249459
DESHUM_AHDI.EEU,Europa Oriental,1985,Democracia liberal,0.0740924705037131
DESHUM_AHDI.EEU,Europa Oriental,1985,PIB per cápita,0.6715584348082434
DESHUM_AHDI.EEU,Europa Oriental,1985,Esperanza de vida,0.3596505031852554
DESHUM_AHDI.EEU,Europa Oriental,1985,Total,0.2736599689702316
DESHUM_AHDI.EEU,Europa Oriental,1990,Años de escolarización,0.3409086345754579
DESHUM_AHDI.EEU,Europa Oriental,1990,Democracia liberal,0.3601204536392509
DESHUM_AHDI.EEU,Europa Oriental,1990,PIB per cápita,0.6657500808878417
DESHUM_AHDI.EEU,Europa Oriental,1990,Esperanza de vida,0.3563642980632543
DESHUM_AHDI.EEU,Europa Oriental,1990,Total,0.4131167476088408
DESHUM_AHDI.EEU,Europa Oriental,1995,Años de escolarización,0.3728343571659871
DESHUM_AHDI.EEU,Europa Oriental,1995,Democracia liberal,0.5144628516181127
DESHUM_AHDI.EEU,Europa Oriental,1995,PIB per cápita,0.6197630327051514
DESHUM_AHDI.EEU,Europa Oriental,1995,Esperanza de vida,0.3497456948551362
DESHUM_AHDI.EEU,Europa Oriental,1995,Total,0.4515563959433504
DESHUM_AHDI.EEU,Europa Oriental,2000,Años de escolarización,0.4049720242822952
DESHUM_AHDI.EEU,Europa Oriental,2000,Democracia liberal,0.5017970965655465
DESHUM_AHDI.EEU,Europa Oriental,2000,PIB per cápita,0.6426348409193486
DESHUM_AHDI.EEU,Europa Oriental,2000,Esperanza de vida,0.3713582734673269
DESHUM_AHDI.EEU,Europa Oriental,2000,Total,0.4692752336668259
DESHUM_AHDI.EEU,Europa Oriental,2005,Años de escolarización,0.4382121271437172
DESHUM_AHDI.EEU,Europa Oriental,2005,Democracia liberal,0.5478209988616611
DESHUM_AHDI.EEU,Europa Oriental,2005,PIB per cápita,0.6872677656728552
DESHUM_AHDI.EEU,Europa Oriental,2005,Esperanza de vida,0.3842972008078931
DESHUM_AHDI.EEU,Europa Oriental,2005,Total,0.5017981616455315
DESHUM_AHDI.EEU,Europa Oriental,2010,Años de escolarización,0.4683678086201793
DESHUM_AHDI.EEU,Europa Oriental,2010,Democracia liberal,0.5559418260314819
DESHUM_AHDI.EEU,Europa Oriental,2010,PIB per cápita,0.7140538753752055
DESHUM_AHDI.EEU,Europa Oriental,2010,Esperanza de vida,0.4233238210380015
DESHUM_AHDI.EEU,Europa Oriental,2010,Total,0.5296695648395837
DESHUM_AHDI.EEU,Europa Oriental,2015,Años de escolarización,0.5407143524888383
DESHUM_AHDI.EEU,Europa Oriental,2015,Democracia liberal,0.5148093742486293
DESHUM_AHDI.EEU,Europa Oriental,2015,PIB per cápita,0.7293707601032345
DESHUM_AHDI.EEU,Europa Oriental,2015,Esperanza de vida,0.4607587700485034
DESHUM_AHDI.EEU,Europa Oriental,2015,Total,0.5530432241552353
DESHUM_AHDI.EEU,Europa Oriental,2020,Años de escolarización,0.5995137351523658
DESHUM_AHDI.EEU,Europa Oriental,2020,Democracia liberal,0.4390636895062767
DESHUM_AHDI.EEU,Europa Oriental,2020,PIB per cápita,0.749964895051336
DESHUM_AHDI.EEU,Europa Oriental,2020,Esperanza de vida,0.4517868299022528
DESHUM_AHDI.EEU,Europa Oriental,2020,Total,0.5464812810655318
DESHUM_AHDI.LAC,América Latina y el Caribe,1870,Años de escolarización,0.0160838666898075
DESHUM_AHDI.LAC,América Latina y el Caribe,1870,Democracia liberal,0.1304599030129924
DESHUM_AHDI.LAC,América Latina y el Caribe,1870,PIB per cápita,0.3418253840260243
DESHUM_AHDI.LAC,América Latina y el Caribe,1870,Esperanza de vida,0.0248780520052358
DESHUM_AHDI.LAC,América Latina y el Caribe,1870,Total,0.0649938179301226
DESHUM_AHDI.LAC,América Latina y el Caribe,1880,Años de escolarización,0.02024700440125
DESHUM_AHDI.LAC,América Latina y el Caribe,1880,Democracia liberal,0.1175030581516488
DESHUM_AHDI.LAC,América Latina y el Caribe,1880,PIB per cápita,0.3525817287743934
DESHUM_AHDI.LAC,América Latina y el Caribe,1880,Esperanza de vida,0.0267126990615994
DESHUM_AHDI.LAC,América Latina y el Caribe,1880,Total,0.0688013373954686
DESHUM_AHDI.LAC,América Latina y el Caribe,1890,Años de escolarización,0.0242451932955256
DESHUM_AHDI.LAC,América Latina y el Caribe,1890,Democracia liberal,0.1253154798492056
DESHUM_AHDI.LAC,América Latina y el Caribe,1890,PIB per cápita,0.3898817559593208
DESHUM_AHDI.LAC,América Latina y el Caribe,1890,Esperanza de vida,0.030097066460064
DESHUM_AHDI.LAC,América Latina y el Caribe,1890,Total,0.0772719484342013
DESHUM_AHDI.LAC,América Latina y el Caribe,1900,Años de escolarización,0.0290532127024241
DESHUM_AHDI.LAC,América Latina y el Caribe,1900,Democracia liberal,0.1306075701629125
DESHUM_AHDI.LAC,América Latina y el Caribe,1900,PIB per cápita,0.3900026148111343
DESHUM_AHDI.LAC,América Latina y el Caribe,1900,Esperanza de vida,0.035448253583699
DESHUM_AHDI.LAC,América Latina y el Caribe,1900,Total,0.0851052239809948
DESHUM_AHDI.LAC,América Latina y el Caribe,1913,Años de escolarización,0.0349107999323626
DESHUM_AHDI.LAC,América Latina y el Caribe,1913,Democracia liberal,0.1499313056069678
DESHUM_AHDI.LAC,América Latina y el Caribe,1913,PIB per cápita,0.4438292265163323
DESHUM_AHDI.LAC,América Latina y el Caribe,1913,Esperanza de vida,0.0489036441836813
DESHUM_AHDI.LAC,América Latina y el Caribe,1913,Total,0.103241025759897
DESHUM_AHDI.LAC,América Latina y el Caribe,1925,Años de escolarización,0.0487031357720951
DESHUM_AHDI.LAC,América Latina y el Caribe,1925,Democracia liberal,0.1611289217452334
DESHUM_AHDI.LAC,América Latina y el Caribe,1925,PIB per cápita,0.4678531171239261
DESHUM_AHDI.LAC,América Latina y el Caribe,1925,Esperanza de vida,0.0633589213179731
DESHUM_AHDI.LAC,América Latina y el Caribe,1925,Total,0.1234985708388073
DESHUM_AHDI.LAC,América Latina y el Caribe,1929,Años de escolarización,0.0534559620527682
DESHUM_AHDI.LAC,América Latina y el Caribe,1929,Democracia liberal,0.1580790795246227
DESHUM_AHDI.LAC,América Latina y el Caribe,1929,PIB per cápita,0.4836211519290006
DESHUM_AHDI.LAC,América Latina y el Caribe,1929,Esperanza de vida,0.0678251738124692
DESHUM_AHDI.LAC,América Latina y el Caribe,1929,Total,0.1290302942689088
DESHUM_AHDI.LAC,América Latina y el Caribe,1933,Años de escolarización,0.059939386141524
DESHUM_AHDI.LAC,América Latina y el Caribe,1933,Democracia liberal,0.1231085770158235
DESHUM_AHDI.LAC,América Latina y el Caribe,1933,PIB per cápita,0.4572147995476188
DESHUM_AHDI.LAC,América Latina y el Caribe,1933,Esperanza de vida,0.0742345926334627
DESHUM_AHDI.LAC,América Latina y el Caribe,1933,Total,0.1258003365279924
DESHUM_AHDI.LAC,América Latina y el Caribe,1938,Años de escolarización,0.0656138005233756
DESHUM_AHDI.LAC,América Latina y el Caribe,1938,Democracia liberal,0.1188766522638608
DESHUM_AHDI.LAC,América Latina y el Caribe,1938,PIB per cápita,0.4839044297171234
DESHUM_AHDI.LAC,América Latina y el Caribe,1938,Esperanza de vida,0.0830411510151542
DESHUM_AHDI.LAC,América Latina y el Caribe,1938,Total,0.1330565258019052
DESHUM_AHDI.LAC,América Latina y el Caribe,1950,Años de escolarización,0.0827862205925554
DESHUM_AHDI.LAC,América Latina y el Caribe,1950,Democracia liberal,0.1890733735411284
DESHUM_AHDI.LAC,América Latina y el Caribe,1950,PIB per cápita,0.5182457458506239
DESHUM_AHDI.LAC,América Latina y el Caribe,1950,Esperanza de vida,0.1615739297216111
DESHUM_AHDI.LAC,América Latina y el Caribe,1950,Total,0.1902715542543177
DESHUM_AHDI.LAC,América Latina y el Caribe,1955,Años de escolarización,0.0917547449992665
DESHUM_AHDI.LAC,América Latina y el Caribe,1955,Democracia liberal,0.1831846002426407
DESHUM_AHDI.LAC,América Latina y el Caribe,1955,PIB per cápita,0.5364115787823025
DESHUM_AHDI.LAC,América Latina y el Caribe,1955,Esperanza de vida,0.1833249144004991
DESHUM_AHDI.LAC,América Latina y el Caribe,1955,Total,0.2016319183587894
DESHUM_AHDI.LAC,América Latina y el Caribe,1960,Años de escolarización,0.103306055955668
DESHUM_AHDI.LAC,América Latina y el Caribe,1960,Democracia liberal,0.2401585260140018
DESHUM_AHDI.LAC,América Latina y el Caribe,1960,PIB per cápita,0.5552019991266554
DESHUM_AHDI.LAC,América Latina y el Caribe,1960,Esperanza de vida,0.1956459176582732
DESHUM_AHDI.LAC,América Latina y el Caribe,1960,Total,0.2278433726048938
DESHUM_AHDI.LAC,América Latina y el Caribe,1965,Años de escolarización,0.1132256405458221
DESHUM_AHDI.LAC,América Latina y el Caribe,1965,Democracia liberal,0.1777877927055307
DESHUM_AHDI.LAC,América Latina y el Caribe,1965,PIB per cápita,0.574044111594069
DESHUM_AHDI.LAC,América Latina y el Caribe,1965,Esperanza de vida,0.2141686170932809
DESHUM_AHDI.LAC,América Latina y el Caribe,1965,Total,0.223042156675508
DESHUM_AHDI.LAC,América Latina y el Caribe,1970,Años de escolarización,0.1275451286715748
DESHUM_AHDI.LAC,América Latina y el Caribe,1970,Democracia liberal,0.1394576548768334
DESHUM_AHDI.LAC,América Latina y el Caribe,1970,PIB per cápita,0.5957696076454507
DESHUM_AHDI.LAC,América Latina y el Caribe,1970,Esperanza de vida,0.2331207699961776
DESHUM_AHDI.LAC,América Latina y el Caribe,1970,Total,0.2229417402666775
DESHUM_AHDI.LAC,América Latina y el Caribe,1975,Años de escolarización,0.1386762342546492
DESHUM_AHDI.LAC,América Latina y el Caribe,1975,Democracia liberal,0.1457948343913174
DESHUM_AHDI.LAC,América Latina y el Caribe,1975,PIB per cápita,0.6240371802732421
DESHUM_AHDI.LAC,América Latina y el Caribe,1975,Esperanza de vida,0.2549890619018758
DESHUM_AHDI.LAC,América Latina y el Caribe,1975,Total,0.2381601243817886
DESHUM_AHDI.LAC,América Latina y el Caribe,1980,Años de escolarización,0.1619193240175376
DESHUM_AHDI.LAC,América Latina y el Caribe,1980,Democracia liberal,0.1642681167700628
DESHUM_AHDI.LAC,América Latina y el Caribe,1980,PIB per cápita,0.6484086319019867
DESHUM_AHDI.LAC,América Latina y el Caribe,1980,Esperanza de vida,0.2756333013500253
DESHUM_AHDI.LAC,América Latina y el Caribe,1980,Total,0.2625778625380252
DESHUM_AHDI.LAC,América Latina y el Caribe,1985,Años de escolarización,0.1906947414213852
DESHUM_AHDI.LAC,América Latina y el Caribe,1985,Democracia liberal,0.281025209854693
DESHUM_AHDI.LAC,América Latina y el Caribe,1985,PIB per cápita,0.6373962703293481
DESHUM_AHDI.LAC,América Latina y el Caribe,1985,Esperanza de vida,0.2995728781877444
DESHUM_AHDI.LAC,América Latina y el Caribe,1985,Total,0.3180526379233292
DESHUM_AHDI.LAC,América Latina y el Caribe,1990,Años de escolarización,0.2163242631051266
DESHUM_AHDI.LAC,América Latina y el Caribe,1990,Democracia liberal,0.4675252156413806
DESHUM_AHDI.LAC,América Latina y el Caribe,1990,PIB per cápita,0.6369395882812664
DESHUM_AHDI.LAC,América Latina y el Caribe,1990,Esperanza de vida,0.3183377845395049
DESHUM_AHDI.LAC,América Latina y el Caribe,1990,Total,0.3784200825613994
DESHUM_AHDI.LAC,América Latina y el Caribe,1995,Años de escolarización,0.237859085307347
DESHUM_AHDI.LAC,América Latina y el Caribe,1995,Democracia liberal,0.5112525244246136
DESHUM_AHDI.LAC,América Latina y el Caribe,1995,PIB per cápita,0.6497574876221626
DESHUM_AHDI.LAC,América Latina y el Caribe,1995,Esperanza de vida,0.3432617122457566
DESHUM_AHDI.LAC,América Latina y el Caribe,1995,Total,0.4058195517427552
DESHUM_AHDI.LAC,América Latina y el Caribe,2000,Años de escolarización,0.2584646660049767
DESHUM_AHDI.LAC,América Latina y el Caribe,2000,Democracia liberal,0.540956864100711
DESHUM_AHDI.LAC,América Latina y el Caribe,2000,PIB per cápita,0.6610156556194969
DESHUM_AHDI.LAC,América Latina y el Caribe,2000,Esperanza de vida,0.371211925022019
DESHUM_AHDI.LAC,América Latina y el Caribe,2000,Total,0.4303773134595621
DESHUM_AHDI.LAC,América Latina y el Caribe,2005,Años de escolarización,0.2779151001941218
DESHUM_AHDI.LAC,América Latina y el Caribe,2005,Democracia liberal,0.5866369519978943
DESHUM_AHDI.LAC,América Latina y el Caribe,2005,PIB per cápita,0.6717481522428581
DESHUM_AHDI.LAC,América Latina y el Caribe,2005,Esperanza de vida,0.398488196627906
DESHUM_AHDI.LAC,América Latina y el Caribe,2005,Total,0.4570627997341574
DESHUM_AHDI.LAC,América Latina y el Caribe,2010,Años de escolarización,0.2905734431506659
DESHUM_AHDI.LAC,América Latina y el Caribe,2010,Democracia liberal,0.5727627672209727
DESHUM_AHDI.LAC,América Latina y el Caribe,2010,PIB per cápita,0.6919723941047301
DESHUM_AHDI.LAC,América Latina y el Caribe,2010,Esperanza de vida,0.4118816977173939
DESHUM_AHDI.LAC,América Latina y el Caribe,2010,Total,0.4666840845887678
DESHUM_AHDI.LAC,América Latina y el Caribe,2015,Años de escolarización,0.2957243177210195
DESHUM_AHDI.LAC,América Latina y el Caribe,2015,Democracia liberal,0.5632610770029831
DESHUM_AHDI.LAC,América Latina y el Caribe,2015,PIB per cápita,0.7022446111332912
DESHUM_AHDI.LAC,América Latina y el Caribe,2015,Esperanza de vida,0.4386298750308839
DESHUM_AHDI.LAC,América Latina y el Caribe,2015,Total,0.4759330350974445
DESHUM_AHDI.LAC,América Latina y el Caribe,2020,Años de escolarización,0.3365959963224444
DESHUM_AHDI.LAC,América Latina y el Caribe,2020,Democracia liberal,0.4671713799033825
DESHUM_AHDI.LAC,América Latina y el Caribe,2020,PIB per cápita,0.6849244042183914
DESHUM_AHDI.LAC,América Latina y el Caribe,2020,Esperanza de vida,0.4046419421844415
DESHUM_AHDI.LAC,América Latina y el Caribe,2020,Total,0.4569037031748948
DESHUM_AHDI.MEA,Medio Oriente,1870,Años de escolarización,0.0056242592448607
DESHUM_AHDI.MEA,Medio Oriente,1870,Democracia liberal,0.0401110618969269
DESHUM_AHDI.MEA,Medio Oriente,1870,PIB per cápita,0.3195367897507955
DESHUM_AHDI.MEA,Medio Oriente,1870,Esperanza de vida,0.0216334258539427
DESHUM_AHDI.MEA,Medio Oriente,1870,Total,0.0353381585068388
DESHUM_AHDI.MEA,Medio Oriente,1880,Años de escolarización,0.0065703723972217
DESHUM_AHDI.MEA,Medio Oriente,1880,Democracia liberal,0.0290095247193171
DESHUM_AHDI.MEA,Medio Oriente,1880,PIB per cápita,0.3278697391634175
DESHUM_AHDI.MEA,Medio Oriente,1880,Esperanza de vida,0.0227675116712227
DESHUM_AHDI.MEA,Medio Oriente,1880,Total,0.0345371801143771
DESHUM_AHDI.MEA,Medio Oriente,1890,Años de escolarización,0.0074221038179798
DESHUM_AHDI.MEA,Medio Oriente,1890,Democracia liberal,0.0295083647459894
DESHUM_AHDI.MEA,Medio Oriente,1890,PIB per cápita,0.3450814242790928
DESHUM_AHDI.MEA,Medio Oriente,1890,Esperanza de vida,0.0245655483843849
DESHUM_AHDI.MEA,Medio Oriente,1890,Total,0.0369130603984327
DESHUM_AHDI.MEA,Medio Oriente,1900,Años de escolarización,0.0084878478466561
DESHUM_AHDI.MEA,Medio Oriente,1900,Democracia liberal,0.0298193713072471
DESHUM_AHDI.MEA,Medio Oriente,1900,PIB per cápita,0.3580124418419643
DESHUM_AHDI.MEA,Medio Oriente,1900,Esperanza de vida,0.0270707385544597
DESHUM_AHDI.MEA,Medio Oriente,1900,Total,0.0395752414528407
DESHUM_AHDI.MEA,Medio Oriente,1913,Años de escolarización,0.0097650589727054
DESHUM_AHDI.MEA,Medio Oriente,1913,Democracia liberal,0.0519084818094284
DESHUM_AHDI.MEA,Medio Oriente,1913,PIB per cápita,0.3752005596797395
DESHUM_AHDI.MEA,Medio Oriente,1913,Esperanza de vida,0.0286873261800413
DESHUM_AHDI.MEA,Medio Oriente,1913,Total,0.0483299879226652
DESHUM_AHDI.MEA,Medio Oriente,1925,Años de escolarización,0.0115194317351349
DESHUM_AHDI.MEA,Medio Oriente,1925,Democracia liberal,0.0761100972377255
DESHUM_AHDI.MEA,Medio Oriente,1925,PIB per cápita,0.3714935535237524
DESHUM_AHDI.MEA,Medio Oriente,1925,Esperanza de vida,0.0319841056373239
DESHUM_AHDI.MEA,Medio Oriente,1925,Total,0.0568119513308617
DESHUM_AHDI.MEA,Medio Oriente,1929,Años de escolarización,0.0139125649104411
DESHUM_AHDI.MEA,Medio Oriente,1929,Democracia liberal,0.0759083238787159
DESHUM_AHDI.MEA,Medio Oriente,1929,PIB per cápita,0.3945870441774502
DESHUM_AHDI.MEA,Medio Oriente,1929,Esperanza de vida,0.0423530662400431
DESHUM_AHDI.MEA,Medio Oriente,1929,Total,0.0648158276685678
DESHUM_AHDI.MEA,Medio Oriente,1933,Años de escolarización,0.0157130647569903
DESHUM_AHDI.MEA,Medio Oriente,1933,Democracia liberal,0.082251219977619
DESHUM_AHDI.MEA,Medio Oriente,1933,PIB per cápita,0.4075980918360355
DESHUM_AHDI.MEA,Medio Oriente,1933,Esperanza de vida,0.0471404205150147
DESHUM_AHDI.MEA,Medio Oriente,1933,Total,0.0705922802843598
DESHUM_AHDI.MEA,Medio Oriente,1938,Años de escolarización,0.0178775335104751
DESHUM_AHDI.MEA,Medio Oriente,1938,Democracia liberal,0.0837360824207488
DESHUM_AHDI.MEA,Medio Oriente,1938,PIB per cápita,0.43364886311719
DESHUM_AHDI.MEA,Medio Oriente,1938,Esperanza de vida,0.0626567555157232
DESHUM_AHDI.MEA,Medio Oriente,1938,Total,0.0798604197482573
DESHUM_AHDI.MEA,Medio Oriente,1950,Años de escolarización,0.0283545473948938
DESHUM_AHDI.MEA,Medio Oriente,1950,Democracia liberal,0.1504089659627882
DESHUM_AHDI.MEA,Medio Oriente,1950,PIB per cápita,0.4688817786104674
DESHUM_AHDI.MEA,Medio Oriente,1950,Esperanza de vida,0.1210263271695779
DESHUM_AHDI.MEA,Medio Oriente,1950,Total,0.1247268383176518
DESHUM_AHDI.MEA,Medio Oriente,1955,Años de escolarización,0.0349733375800032
DESHUM_AHDI.MEA,Medio Oriente,1955,Democracia liberal,0.1607052074286002
DESHUM_AHDI.MEA,Medio Oriente,1955,PIB per cápita,0.4972437175570719
DESHUM_AHDI.MEA,Medio Oriente,1955,Esperanza de vida,0.13208290814575
DESHUM_AHDI.MEA,Medio Oriente,1955,Total,0.138610375233164
DESHUM_AHDI.MEA,Medio Oriente,1960,Años de escolarización,0.0439274856522313
DESHUM_AHDI.MEA,Medio Oriente,1960,Democracia liberal,0.1104695245361897
DESHUM_AHDI.MEA,Medio Oriente,1960,PIB per cápita,0.5233560469632023
DESHUM_AHDI.MEA,Medio Oriente,1960,Esperanza de vida,0.1416024331749906
DESHUM_AHDI.MEA,Medio Oriente,1960,Total,0.1377088013794589
DESHUM_AHDI.MEA,Medio Oriente,1965,Años de escolarización,0.0537431164708269
DESHUM_AHDI.MEA,Medio Oriente,1965,Democracia liberal,0.1612151571462534
DESHUM_AHDI.MEA,Medio Oriente,1965,PIB per cápita,0.5563242436585484
DESHUM_AHDI.MEA,Medio Oriente,1965,Esperanza de vida,0.1617131739339537
DESHUM_AHDI.MEA,Medio Oriente,1965,Total,0.1670900258644739
DESHUM_AHDI.MEA,Medio Oriente,1970,Años de escolarización,0.0658837325086368
DESHUM_AHDI.MEA,Medio Oriente,1970,Democracia liberal,0.2002725411440547
DESHUM_AHDI.MEA,Medio Oriente,1970,PIB per cápita,0.6010192087577276
DESHUM_AHDI.MEA,Medio Oriente,1970,Esperanza de vida,0.1842424622034214
DESHUM_AHDI.MEA,Medio Oriente,1970,Total,0.1955102005610375
DESHUM_AHDI.MEA,Medio Oriente,1975,Años de escolarización,0.080497083828208
DESHUM_AHDI.MEA,Medio Oriente,1975,Democracia liberal,0.2049850968116086
DESHUM_AHDI.MEA,Medio Oriente,1975,PIB per cápita,0.6486202846478916
DESHUM_AHDI.MEA,Medio Oriente,1975,Esperanza de vida,0.2091535866020927
DESHUM_AHDI.MEA,Medio Oriente,1975,Total,0.2175151792041683
DESHUM_AHDI.MEA,Medio Oriente,1980,Años de escolarización,0.0998947868704855
DESHUM_AHDI.MEA,Medio Oriente,1980,Democracia liberal,0.1389348606433722
DESHUM_AHDI.MEA,Medio Oriente,1980,PIB per cápita,0.6505305947841052
DESHUM_AHDI.MEA,Medio Oriente,1980,Esperanza de vida,0.2293317681607925
DESHUM_AHDI.MEA,Medio Oriente,1980,Total,0.2133150513873845
DESHUM_AHDI.MEA,Medio Oriente,1985,Años de escolarización,0.1258074371650632
DESHUM_AHDI.MEA,Medio Oriente,1985,Democracia liberal,0.16016427444835
DESHUM_AHDI.MEA,Medio Oriente,1985,PIB per cápita,0.6392527553612662
