"decil","codigo","desagregacion","gran_categoria","categoria","subcategoria","rubro","instrumento","variable","valor"
"4","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.101890944201305"
"5","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0939910929290225"
"6","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.090689350519662"
"7","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0868936352598762"
"8","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0834198648326463"
"9","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0799584937547137"
"10","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0754888402426384"
"1","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.0334510337862557"
"2","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.0332405939204721"
"3","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.0467044529489612"
"4","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.0579829818554343"
"5","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.0686820736492046"
"6","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.083174915413521"
"7","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.0997641224980152"
"8","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.123263686329268"
"9","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.162056072454381"
"10","2.1.2.04","9","Impuestos y contribuciones","Impuestos","Impuestos indirectos","","IVA","Participación en la concentración","0.291680067144487"
"1","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.0074028384954551"
"2","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.0565806516590059"
"3","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.172703458832318"
"4","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.291830100080101"
"5","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.441601345408974"
"6","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.560660240537905"
"7","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-0.778608459458148"
"8","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-1.01934248306255"
"9","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-1.39294079778346"
"10","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Concentración per cápita (en dólares PPP 2011)","-2.38992188205261"
"1","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.00446646474498417"
"2","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.00873552125152769"
"3","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0172252890732193"
"4","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0215480013922762"
"5","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0255108488499083"
"6","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0257396941051541"
"7","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0285407233056511"
"8","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0290806956439802"
"9","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0289456303361832"
"10","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.026050761430727"
"1","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.00104067625889748"
"2","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.00795603649617307"
"3","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.024282004316346"
"4","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.0409370471050046"
"5","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.06223377818555"
"6","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.0788104879279648"
"7","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.109394617537244"
"8","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.143454778641744"
"9","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.195852119162502"
"10","2.2.01","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones al sistema de salud","Participación en la concentración","0.336038454368574"
"1","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-0.0352734419818425"
"2","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-0.269598525255859"
"3","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-0.822906710791162"
"4","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-1.39052773035848"
"5","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-2.10416579451083"
"6","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-2.67146401112291"
"7","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-3.7099553872223"
"8","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-4.85701777230861"
"9","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-6.63715908657369"
"10","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Concentración per cápita (en dólares PPP 2011)","-11.3876280126445"
"1","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.021282050816436"
"2","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.0416234804248357"
"3","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.082075981972269"
"4","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.102673074030194"
"5","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.121555461949963"
"6","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.122645876214193"
"7","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.135992370615533"
"8","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.13856525939108"
"9","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.137921693232125"
"10","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Incidencia fiscal respecto al ingreso de mercado más pensiones","-0.124128065794551"
"1","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.0010406762530691"
"2","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.00795603648148569"
"3","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.0242820043462809"
"4","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.0409370473035023"
"5","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.0622337782686465"
"6","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.0788104881027689"
"7","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.109394617863332"
"8","2.2.02","9","Impuestos y contribuciones","Contribuciones","Contribuciones","","Contribuciones a la seguridad social","Participación en la concentración","0.143454778644335"
