"anio","codigo","finalidades","funciones","subfunciones","gasto_publico_consolidado"
"2020","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"1.97312160221923"
"2021","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.4053418709006"
"2022","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.58719835396421"
"2023","1.3.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Energía y combustible",,"2.00719834940272"
"1980","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.448835519552453"
"1981","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.350541675033861"
"1982","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.418082646559603"
"1983","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.525173421805062"
"1984","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.364329069969511"
"1985","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.388239650005206"
"1986","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.334905522829763"
"1987","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.294643831096372"
"1988","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.267531579960568"
"1989","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.243832926176584"
"1990","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.164288553266994"
"1991","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.168321500394567"
"1992","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.125894862068568"
"1993","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.171025383196591"
"1994","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0917204744203494"
"1995","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.100706154035685"
"1996","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0733562191701821"
"1997","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0725810296430151"
"1998","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0747444485378059"
"1999","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0712405673245192"
"2000","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0630347329702807"
"2001","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0641645911998202"
"2002","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0502151215575739"
"2003","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0592321876072065"
"2004","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0539995492908254"
"2005","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0973319665107133"
"2006","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0905284544184436"
"2007","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.138675371683347"
"2008","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0918328410148724"
"2009","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.103371486364577"
"2010","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.113019911356372"
"2011","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.106799671204602"
"2012","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.114741987019433"
"2013","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.119452344367909"
"2014","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.130930925447883"
"2015","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.167459006308137"
"2016","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.166264579647047"
"2017","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.139620772355604"
"2018","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.111639389355351"
"2019","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.0832317430766984"
"2020","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.545357640575407"
"2021","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.338172090671297"
"2022","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.164597377843139"
"2023","1.3.3","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Industria",,"0.137636612512571"
"1980","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.30496406894664"
"1981","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.88279471532928"
"1982","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.7823116240563"
"1983","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.80148185362646"
"1984","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.07173025635462"
"1985","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.95487826572107"
"1986","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.88080026357996"
"1987","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.95232771933129"
"1988","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.80069227210301"
"1989","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.29163322782648"
"1990","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.01259474213317"
"1991","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.96024315434841"
"1992","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.952238229357538"
"1993","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.00343960095047"
"1994","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.05078450886553"
"1995","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.0749575853052"
"1996","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.912004506648917"
"1997","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.0686518218797"
"1998","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.11395344139553"
"1999","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.06164620696785"
"2000","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.805497025566246"
"2001","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.827801980597702"
"2002","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.587142480171199"
"2003","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.792434387147131"
"2004","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","0.921782906692642"
"2005","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.2528732466898"
"2006","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.58452825727705"
"2007","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.8041177263599"
"2008","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.15307156496892"
"2009","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.50387238696865"
"2010","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.55050434245033"
"2011","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.75967541265998"
"2012","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.46005471937284"
"2013","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.43112800339495"
"2014","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.33643400185255"
"2015","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.26872934535424"
"2016","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.09309369159273"
"2017","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.16212979849254"
"2018","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.19357112489836"
"2019","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.00919306807633"
"2020","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.97152635944742"
"2021","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","2.03610551468767"
"2022","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.98274719594041"
"2023","1.3.4.1","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Transporte","1.88968890540066"
"1980","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.523981143424144"
"1981","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.409757684094867"
"1982","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.384514549936598"
"1983","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.435688081351263"
"1984","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.309528100719786"
"1985","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.254335858886947"
"1986","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.395365315807653"
"1987","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.585530330201504"
"1988","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","1.20817473255215"
"1989","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.508195649395625"
"1990","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.124727456467725"
"1991","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0277234104684626"
"1992","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0455245286479072"
"1993","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.104770324407515"
"1994","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0639137832134334"
"1995","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.079579394970043"
"1996","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0595519704441965"
"1997","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0953916899035386"
"1998","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0715880786969945"
"1999","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0693510948451244"
"2000","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0477047155812722"
"2001","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0764241118106132"
"2002","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0530643195168732"
"2003","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0539655730402505"
"2004","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0600618574236033"
"2005","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0615279881414346"
"2006","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0738940434854716"
"2007","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0755932893829257"
"2008","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.0852742170327873"
"2009","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.126999575528309"
"2010","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.227039106002937"
"2011","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.2396487433478"
"2012","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.243859872864446"
"2013","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.264007221989727"
"2014","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.257348282003854"
"2015","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.252276919639442"
"2016","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.163723652117353"
"2017","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.152416996357582"
"2018","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.123576983572242"
"2019","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.111793269977911"
"2020","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.129670767253814"
"2021","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.122638628673338"
"2022","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.155796022110739"
"2023","1.3.4.2","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Servicios","Comunicaciones","0.145212126990021"
"1980","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.64252909740394"
"1981","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.64512310962876"
"1982","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.648139089740445"
"1983","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.943191815797896"
"1984","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.892313293911421"
"1985","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"1.56743934212164"
"1986","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"1.58118842581335"
"1987","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"1.56408263470771"
"1988","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"1.79609294161142"
"1989","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"2.74909360065759"
"1990","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"1.90500129497392"
"1991","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.79618182496843"
"1992","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.431781585912173"
"1993","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.487659055249202"
"1994","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.444845828571874"
"1995","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.601576145350712"
"1996","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.615736993354515"
"1997","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.336741702114758"
"1998","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.336743060587336"
"1999","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.229981196611448"
"2000","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.190023025648455"
"2001","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.208465891692773"
"2002","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.164619994892919"
"2003","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.989423466124294"
"2004","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.388956869265153"
"2005","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.85132768380616"
"2006","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.48054262561641"
"2007","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.278024245824226"
"2008","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.228285902846799"
"2009","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.225215859255373"
"2010","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.279087549829587"
"2011","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.296290603884198"
"2012","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.243325926071236"
"2013","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.244848265118461"
"2014","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.273745492382008"
"2015","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.27768841326011"
"2016","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.255172565550951"
"2017","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.281406195007616"
"2018","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.225604215495102"
"2019","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.233980828930816"
"2020","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.216073205126696"
"2021","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.291756808840099"
"2022","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.308689806797321"
"2023","1.3.5","GASTO PÚBLICO EN SERVICIOS ECONÓMICOS","Otros gastos en servicios económicos",,"0.315892453284517"
"1980","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.30583368962875"
"1981","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"4.73007384300163"
"1982","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"6.11448989772023"
"1983","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"3.30793459713781"
"1984","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"3.07101731319776"
"1985","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"3.67879126679152"
"1986","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.83206173564569"
"1987","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.71214177722099"
"1988","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.25912981154708"
"1989","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.82149025516629"
"1990","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.57147216564493"
"1991","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.99195723353629"
"1992","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.50667967607389"
"1993","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.84876457080704"
"1994","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.75322097259034"
"1995","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.24040741714475"
"1996","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.2089258211542"
"1997","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.67296540068131"
"1998","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.69228009509899"
"1999","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"3.56452629186288"
"2000","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"4.26534761160213"
"2001","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"5.31808401718818"
"2002","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.63497645013537"
"2003","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.41876358621131"
"2004","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.57734438937672"
"2005","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.21083210394582"
"2006","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.87305645403455"
"2007","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.08474010185882"
"2008","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.01547937471286"
"2009","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.25533130787075"
"2010","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.59069773167205"
"2011","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.08939040094037"
"2012","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.03367343623061"
"2013","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"1.55664906474988"
"2014","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.14997596268466"
"2015","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.10374838061929"
"2016","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"4.06491546716384"
"2017","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"3.41088459957246"
"2018","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"4.31894731500476"
"2019","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"5.04541496384379"
"2020","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.7789732116533"
"2021","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.02088012420722"
"2022","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.24905313407792"
"2023","1.4","SERVICIOS DE LA DEUDA PÚBLICA",,,"2.17834192232627"
